timestamp,symbol,side,scanner_status,portfolio_status,reason,original_risk_pct,final_risk_pct,estimated_lot,final_score,var_95,cvar_95,warnings
2026-06-24T17:58:55.726789,XAGUSD,SELL,REJECTED,N/A,Low model probability 0.21 < 0.55 | Expected R 0.00 <= 0 | Spread 54 > Max 50 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.727363,BTCUSD,BUY,REJECTED,N/A,Low model probability 0.32 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.727890,ETHUSD,SELL,REJECTED,N/A,Low model probability 0.26 < 0.55 | Expected R 0.00 <= 0,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.728419,NAS100,BUY,REJECTED,N/A,Low model probability 0.41 < 0.55 | Spread 46 > Max 30,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.728946,US500,SELL,REJECTED,N/A,Spread 29 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.729471,GER40,BUY,REJECTED,N/A,Low model probability 0.22 < 0.55 | Expected R 0.00 <= 0 | Spread 28 > Max 20 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.730187,EURUSD,SELL,REJECTED,N/A,Spread 58 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.730713,GBPUSD,BUY,REJECTED,N/A,Low model probability 0.31 < 0.55 | Spread 24 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.731238,USDJPY,BUY,REJECTED,N/A,Low model probability 0.49 < 0.55 | Spread 22 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.755557,ETHUSD,SELL,APPROVED,APPROVED,OK,0.010000,0.010500,0.07,55.20,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.756612,XAUUSD,SELL,REJECTED,N/A,Low model probability 0.26 < 0.55 | Expected R 0.00 <= 0 | Spread 44 > Max 40,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.757144,XAGUSD,BUY,REJECTED,N/A,Low model probability 0.46 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.757667,BTCUSD,SELL,REJECTED,N/A,Low model probability 0.29 < 0.55 | Expected R 0.00 <= 0,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.758267,NAS100,SELL,REJECTED,N/A,Low model probability 0.34 < 0.55 | Spread 39 > Max 30,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.758795,US500,BUY,REJECTED,N/A,Spread 24 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.759322,GER40,SELL,REJECTED,N/A,Low model probability 0.33 < 0.55 | Spread 30 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.760014,EURUSD,SELL,REJECTED,N/A,Low model probability 0.32 < 0.55 | Spread 48 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.760539,GBPUSD,SELL,REJECTED,N/A,Low model probability 0.30 < 0.55 | Expected R 0.00 <= 0 | Spread 23 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.761066,USDJPY,BUY,REJECTED,N/A,Low model probability 0.39 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.784747,XAUUSD,SELL,REJECTED,N/A,Low model probability 0.49 < 0.55 | Spread 56 > Max 40,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.785460,XAGUSD,SELL,REJECTED,N/A,Low model probability 0.34 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.785991,BTCUSD,BUY,REJECTED,N/A,Low model probability 0.37 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.786523,ETHUSD,SELL,REJECTED,N/A,Low model probability 0.31 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.787048,NAS100,BUY,REJECTED,N/A,Low model probability 0.32 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.787577,US500,BUY,REJECTED,N/A,Spread 20 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.788107,GER40,SELL,REJECTED,N/A,Spread 58 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.788632,EURUSD,BUY,REJECTED,N/A,Low model probability 0.46 < 0.55 | Spread 23 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.789216,GBPUSD,SELL,REJECTED,N/A,Low model probability 0.38 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.790276,USDJPY,SELL,REJECTED,N/A,Spread 44 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.809044,XAUUSD,SELL,REJECTED,N/A,Low model probability 0.30 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.809575,XAGUSD,SELL,REJECTED,N/A,Low model probability 0.35 < 0.55 | Spread 51 > Max 50,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.810260,BTCUSD,BUY,REJECTED,N/A,Low model probability 0.39 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.810780,ETHUSD,SELL,REJECTED,N/A,Low model probability 0.38 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.810780,NAS100,BUY,REJECTED,N/A,Low model probability 0.41 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.811837,US500,BUY,REJECTED,N/A,Low model probability 0.26 < 0.55 | Expected R 0.00 <= 0 | Spread 31 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.812366,GER40,BUY,REJECTED,N/A,Spread 52 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.812366,EURUSD,BUY,REJECTED,N/A,Low model probability 0.34 < 0.55 | Spread 43 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.812891,GBPUSD,BUY,REJECTED,N/A,Spread 22 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.813426,USDJPY,SELL,REJECTED,N/A,Low model probability 0.37 < 0.55 | Spread 28 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.831973,BTCUSD,BUY,APPROVED,APPROVED,OK,0.010000,0.010000,0.01,49.90,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.833016,ETHUSD,SELL,APPROVED,REJECTED,Min lot bump (0.01) causes risk breach: Exceeds max CRYPTO risk (2.05% > 2.00%),0.010000,0.000000,0.00,49.57,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.834066,NAS100,SELL,APPROVED,APPROVED,OK,0.010000,0.010200,1.70,44.11,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.835136,XAGUSD,SELL,APPROVED,REJECTED,Exceeds max total risk (3.02% > 3.00%),0.010000,0.000000,0.00,43.32,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.835663,XAUUSD,BUY,REJECTED,N/A,Spread 49 > Max 40,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.836194,US500,SELL,REJECTED,N/A,Low model probability 0.45 < 0.55 | Spread 51 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.836724,GER40,BUY,REJECTED,N/A,Low model probability 0.21 < 0.55 | Expected R 0.00 <= 0 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.837249,EURUSD,BUY,REJECTED,N/A,Low model probability 0.37 < 0.55 | Spread 40 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.837780,GBPUSD,BUY,REJECTED,N/A,Spread 34 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.838311,USDJPY,SELL,REJECTED,N/A,Low model probability 0.40 < 0.55 | Spread 23 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.860809,BTCUSD,SELL,APPROVED,APPROVED,OK,0.010000,0.010000,0.01,49.48,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.861862,GER40,SELL,APPROVED,APPROVED,OK,0.010000,0.010000,2.50,43.31,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.862924,XAUUSD,SELL,APPROVED,APPROVED,OK,0.010000,0.010000,1.33,31.23,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.863979,XAGUSD,SELL,REJECTED,N/A,Low model probability 0.22 < 0.55 | Expected R 0.00 <= 0 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.864504,ETHUSD,BUY,REJECTED,N/A,Low model probability 0.42 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.865032,NAS100,SELL,REJECTED,N/A,Low model probability 0.31 < 0.55 | Spread 36 > Max 30,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.865615,US500,BUY,REJECTED,N/A,Low model probability 0.55 < 0.55 | Spread 27 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.866143,EURUSD,BUY,REJECTED,N/A,Low model probability 0.41 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.867198,GBPUSD,SELL,REJECTED,N/A,Low model probability 0.36 < 0.55 | Spread 48 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.868320,USDJPY,BUY,REJECTED,N/A,Low model probability 0.44 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.892697,BTCUSD,BUY,APPROVED,APPROVED,OK,0.010000,0.010000,0.01,55.68,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.893767,ETHUSD,SELL,APPROVED,REJECTED,Min lot bump (0.01) causes risk breach: Exceeds max CRYPTO risk (2.05% > 2.00%),0.010000,0.000000,0.00,47.27,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.894294,XAUUSD,BUY,REJECTED,N/A,Spread 41 > Max 40,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.895354,XAGUSD,SELL,REJECTED,N/A,Low model probability 0.24 < 0.55 | Expected R 0.00 <= 0 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.895872,NAS100,BUY,REJECTED,N/A,Spread 32 > Max 30,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.896378,US500,SELL,REJECTED,N/A,Spread 21 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.896378,GER40,BUY,REJECTED,N/A,Low model probability 0.53 < 0.55 | Spread 42 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.897387,EURUSD,BUY,REJECTED,N/A,Low model probability 0.32 < 0.55 | Spread 47 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.898282,GBPUSD,SELL,REJECTED,N/A,Low model probability 0.51 < 0.55 | Spread 37 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.898790,USDJPY,BUY,REJECTED,N/A,Spread 35 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.922391,BTCUSD,SELL,APPROVED,APPROVED,OK,0.010000,0.010000,0.01,54.34,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.923452,NAS100,BUY,APPROVED,APPROVED,OK,0.010000,0.010200,1.70,49.75,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.924666,XAUUSD,BUY,APPROVED,REJECTED,Exceeds max total risk (3.02% > 3.00%),0.010000,0.000000,0.00,45.25,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.925196,XAGUSD,SELL,REJECTED,N/A,Low model probability 0.49 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.925730,ETHUSD,SELL,REJECTED,N/A,Low model probability 0.31 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.926276,US500,SELL,REJECTED,N/A,Low model probability 0.47 < 0.55 | Spread 37 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.926802,GER40,SELL,REJECTED,N/A,Low model probability 0.46 < 0.55 | Spread 59 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.927891,EURUSD,SELL,REJECTED,N/A,Low model probability 0.47 < 0.55 | Spread 16 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.928427,GBPUSD,SELL,REJECTED,N/A,Low model probability 0.29 < 0.55 | Expected R 0.00 <= 0 | Spread 47 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.928953,USDJPY,SELL,REJECTED,N/A,Low model probability 0.35 < 0.55 | Spread 33 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.950506,ETHUSD,SELL,APPROVED,APPROVED,OK,0.010000,0.010500,0.07,57.66,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.952196,XAUUSD,SELL,APPROVED,APPROVED,OK,0.010000,0.010000,1.33,32.60,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.952728,XAGUSD,SELL,REJECTED,N/A,Low model probability 0.27 < 0.55 | Expected R 0.00 <= 0,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.953256,BTCUSD,SELL,REJECTED,N/A,Low model probability 0.38 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.953785,NAS100,BUY,REJECTED,N/A,Low model probability 0.24 < 0.55 | Expected R 0.00 <= 0 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.954309,US500,SELL,REJECTED,N/A,Low model probability 0.36 < 0.55 | Spread 40 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.954855,GER40,BUY,REJECTED,N/A,Low model probability 0.27 < 0.55 | Expected R 0.00 <= 0 | Spread 33 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.955388,EURUSD,SELL,REJECTED,N/A,Low model probability 0.35 < 0.55 | Spread 19 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.955906,GBPUSD,SELL,REJECTED,N/A,Low model probability 0.49 < 0.55 | Spread 50 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.956945,USDJPY,BUY,REJECTED,N/A,Low model probability 0.38 < 0.55 | Spread 41 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.979724,XAUUSD,SELL,REJECTED,N/A,Spread 47 > Max 40,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.980232,XAGUSD,BUY,REJECTED,N/A,Low model probability 0.50 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.980761,BTCUSD,BUY,REJECTED,N/A,Low model probability 0.43 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.981290,ETHUSD,SELL,REJECTED,N/A,Low model probability 0.27 < 0.55 | Expected R 0.00 <= 0,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.981818,NAS100,BUY,REJECTED,N/A,Spread 38 > Max 30,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.982344,US500,SELL,REJECTED,N/A,Low model probability 0.37 < 0.55 | Spread 47 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.982869,GER40,BUY,REJECTED,N/A,Low model probability 0.50 < 0.55 | Spread 59 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.984175,EURUSD,SELL,REJECTED,N/A,Low model probability 0.25 < 0.55 | Expected R 0.00 <= 0 | Spread 26 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.984865,GBPUSD,BUY,REJECTED,N/A,Low model probability 0.21 < 0.55 | Expected R 0.00 <= 0 | Spread 24 > Max 20 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:55.985401,USDJPY,SELL,REJECTED,N/A,Spread 30 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.007796,XAUUSD,BUY,REJECTED,N/A,Low model probability 0.34 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.008322,XAGUSD,BUY,REJECTED,N/A,Low model probability 0.53 < 0.55 | Spread 57 > Max 50,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.009381,BTCUSD,SELL,REJECTED,N/A,Low model probability 0.21 < 0.55 | Expected R 0.00 <= 0 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.009910,ETHUSD,SELL,REJECTED,N/A,Low model probability 0.33 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.010442,NAS100,BUY,REJECTED,N/A,Spread 57 > Max 30,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.010975,US500,SELL,REJECTED,N/A,Spread 43 > Max 10,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.011501,GER40,BUY,REJECTED,N/A,Low model probability 0.47 < 0.55 | Spread 46 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.012027,EURUSD,BUY,REJECTED,N/A,Low model probability 0.42 < 0.55 | Spread 47 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.012555,GBPUSD,BUY,REJECTED,N/A,Spread 31 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.013082,USDJPY,SELL,REJECTED,N/A,Low model probability 0.21 < 0.55 | Expected R 0.00 <= 0 | Spread 56 > Max 20 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.036632,BTCUSD,BUY,APPROVED,APPROVED,OK,0.010000,0.010000,0.01,51.06,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.038212,GBPUSD,SELL,APPROVED,APPROVED,OK,0.010000,0.010000,2.50,36.19,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.038737,XAUUSD,SELL,REJECTED,N/A,Low model probability 0.24 < 0.55 | Expected R 0.00 <= 0 | Spread 46 > Max 40 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.039801,XAGUSD,SELL,REJECTED,N/A,Low model probability 0.26 < 0.55 | Expected R 0.00 <= 0,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.039801,ETHUSD,SELL,REJECTED,N/A,Low model probability 0.33 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.040993,NAS100,SELL,REJECTED,N/A,Low model probability 0.47 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.041519,US500,SELL,REJECTED,N/A,Low model probability 0.20 < 0.55 | Expected R 0.00 <= 0 | Spread 26 > Max 10 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.042047,GER40,BUY,REJECTED,N/A,Low model probability 0.20 < 0.55 | Expected R 0.00 <= 0 | Spread 32 > Max 20 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.042585,EURUSD,SELL,REJECTED,N/A,Low model probability 0.55 < 0.55 | Spread 24 > Max 15,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.043113,USDJPY,SELL,REJECTED,N/A,Low model probability 0.40 < 0.55 | Spread 52 > Max 20,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.062065,XAGUSD,BUY,APPROVED,APPROVED,OK,0.010000,0.010000,0.80,34.87,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.062591,XAUUSD,SELL,REJECTED,N/A,Low model probability 0.34 < 0.55 | Spread 47 > Max 40,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.063125,BTCUSD,SELL,REJECTED,N/A,Low model probability 0.30 < 0.55 | Expected R 0.00 <= 0,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.063652,ETHUSD,BUY,REJECTED,N/A,Low model probability 0.28 < 0.55 | Expected R 0.00 <= 0,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.064182,NAS100,BUY,REJECTED,N/A,Spread 48 > Max 30,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.064712,US500,SELL,REJECTED,N/A,Low model probability 0.21 < 0.55 | Expected R 0.00 <= 0 | Spread 20 > Max 10 | Extreme volatility regime,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
2026-06-24T17:58:56.065288,GER40,BUY,REJECTED,N/A,Low model probability 0.39 < 0.55,0.010000,0.000000,0.00,0.00,0.00,0.00,STATIC_CORRELATION_USED
